State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Kachin State,,Kachin State 12,Amyotha,ဦးအောင်မျိုးလှိုင်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,3526,2015,55,M,ကချင်ပြည်နယ် ၁၂
Kachin State,,Kachin State 12,Amyotha,ဦးတင်မောင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,3560,2015,120,M,ကချင်ပြည်နယ် ၁၂
Kachin State,,Kachin State 11,Amyotha,ဦးဒါရှီတူးလွမ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3590,2015,1242,M,ကချင်ပြည်နယ် ၁၁
Kachin State,,Kachin State 4,Amyotha,ဦးကေဆမ်အောန်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3676,2015,1376,M,ကချင်ပြည်နယ် ၄
Kachin State,,Kachin State 6,Amyotha,ဒေါ်ထားထားမေ,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),3712,2015,344,F,ကချင်ပြည်နယ် ၆
Kachin State,,Kachin State 12,Amyotha,ဦးစိုင်းကွီ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,3907,2015,94,M,ကချင်ပြည်နယ် ၁၂
Kachin State,,Kachin State 8,Amyotha,ဦးစိုးနိုင်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,3946,2015,133,M,ကချင်ပြည်နယ် ၈
Kachin State,,Kachin State 11,Amyotha,ဦးစိုင်းမြမောင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,3971,2015,110,M,ကချင်ပြည်နယ် ၁၁
Kachin State,,Kachin State 2,Amyotha,ဦးဂျော်ဆန်းနော်,ကချင်ဒီမိုကရက်တစ်ပါတီ(KDP),4069,2015,270,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 9,Amyotha,ဦးစီစီနော်ဂျာ,ကချင်အမျိုးသားများဒီမိုကရေစီကွန်ဂရက်ပါတီ,4267,2015,47,M,ကချင်ပြည်နယ် ၉
Kachin State,,Kachin State 5,Amyotha,ဦးဇခုန်တိန့်ယိန်း,တစ်သီးပုဂ္ဂလ,4275,2015,868,M,ကချင်ပြည်နယ် ၅
Kachin State,,Kachin State 10,Amyotha,ဦးထွန်းဦး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,4282,2015,153,M,ကချင်ပြည်နယ် ၁၀
Kachin State,,Kachin State 3,Amyotha,ဦးငွါးတား,လီဆူအမျိုးသားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(ဒူးလေးပါတီ),4327,2015,194,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 2,Amyotha,ဦးဂျေဆိုင်းလီ(ခေါ်)အားဖူ,လီဆူအမျိုးသားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(ဒူးလေးပါတီ),4415,2015,241,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 4,Amyotha,ဦးနောင်နဂျတန်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,5230,2015,501,M,ကချင်ပြည်နယ် ၄
Kachin State,,Kachin State 9,Amyotha,ဦးဂျိုးဇက်လစေန်ယော်,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,5289,2015,75,M,ကချင်ပြည်နယ် ၉
Kachin State,,Kachin State 7,Amyotha,ဦးစိန်လွင်ဦး,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),6256,2015,558,M,ကချင်ပြည်နယ် ၇
Kachin State,,Kachin State 2,Amyotha,ဦးလနန်ဘောက်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,6475,2015,906,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 9,Amyotha,ဦးမြအုန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6652,2015,494,M,ကချင်ပြည်နယ် ၉
Kachin State,,Kachin State 1,Amyotha,ဦးဟဲဇာကီလီရဲ့,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6718,2015,1213,M,ကချင်ပြည်နယ် ၁
Kachin State,,Kachin State 2,Amyotha,ဦးခွန်းဆာ့,ကချင်ပြည်နယ်ဒီမိုကရေစီပါတီ,6784,2015,299,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 2,Amyotha,ဦးစိန်ဝင်း,တိုင်းလိုင်(ရှမ်းနီ)အမျိုးသားများဖွံ့ဖြိုးတိုးတက်ရေးပါတီ(T.N.D.P),7421,2015,575,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 6,Amyotha,ဦးစိုင်းတင်အောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,8631,2015,1921,M,ကချင်ပြည်နယ် ၆
Kachin State,,Kachin State 7,Amyotha,ဦးသိန်းဇော်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,9283,2015,1739,M,ကချင်ပြည်နယ် ၇
Kachin State,,Kachin State 11,Amyotha,ဒေါက်တာခွန်ဝင်းသောင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,9606,2015,379,M,ကချင်ပြည်နယ် ၁၁
Kachin State,,Kachin State 1,Amyotha,ဦးဒီဆင်ရမ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,11160,2015,991,M,ကချင်ပြည်နယ် ၁
Kachin State,,Kachin State 3,Amyotha,ဦးဇယ်ခေါင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,11763,2015,590,M,ကချင်ပြည်နယ် ၃
Kachin State,,Kachin State 1,Amyotha,ဦးဂျေယောဝူ,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,12570,2015,956,M,ကချင်ပြည်နယ် ၁
Kachin State,,Kachin State 10,Amyotha,ဦးမျိုးဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,13323,2015,1881,M,ကချင်ပြည်နယ် ၁၀
Kachin State,,Kachin State 8,Amyotha,ဦးကျော်မြင့်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,13620,2015,2704,M,ကချင်ပြည်နယ် ၈
Kachin State,,Kachin State 2,Amyotha,ဦးခက်ထိန်နန်,စည်းလုံးညီညွတ်ရေးနှင့်ဒီမိုကရေစီပါတီ ကချင်ပြည်နယ်(စဒက)  ,14006,2015,4876,M,ကချင်ပြည်နယ် ၂
Kachin State,,Kachin State 12,Amyotha,ဦးကျော်ဝင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,15801,2015,1275,M,ကချင်ပြည်နယ် ၁၂
Kachin State,,Kachin State 7,Amyotha,ဦးဝင်းဇော်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,18808,2015,1300,M,ကချင်ပြည်နယ် ၇
Kachin State,,Kachin State 8,Amyotha,ဒေါက်တာခင်မကြီး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,24245,2015,1335,M,ကချင်ပြည်နယ် ၈
Kachin State,,Kachin State 6,Amyotha,ဦးမင်းဆွေနိုင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,25830,2015,1968,M,ကချင်ပြည်နယ် ၆
Kachin State,,Kachin State 10,Amyotha,ဦးသိန်းလွင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,29686,2015,1379,M,ကချင်ပြည်နယ် ၁၀
Kachin State,,Kachin State 12,Amyotha,ဦးနိုင်ကိုကို,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,30044,2015,1014,M,ကချင်ပြည်နယ် ၁၂
Kachin State,,Kachin State 9,Amyotha,ဦးခင်မောင်မြင့်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,30475,2015,350,M,ကချင်ပြည်နယ် ၉
Kachin State,,Kachin State 2,Amyotha,ဒေါ်ရှီလာနန်တောင်(ခ)အမ်နန်တောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,46715,2015,3167,F,ကချင်ပြည်နယ် ၂
Kayah State,,Kayah State 8,Amyotha,ဦးကျော်စိုး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,13,2015,6,M,ကယားပြည်နယ် ၈
Kayah State,,Kayah State 12,Amyotha,ဦးထွန်းကြိုင်(ခ)နေကျောက်ခဲ,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,30,2015,7,M,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 8,Amyotha,ဦးဝင်းတင့်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,33,2015,11,M,ကယားပြည်နယ် ၈
Kayah State,,Kayah State 12,Amyotha,ဦးအောင်ဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,52,2015,9,M,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 12,Amyotha,ဒေါ်သန်းကြည်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,59,2015,6,F,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 12,Amyotha,ဒေါ်နီနီဦး,အမျိုးသားတိုးတက်ရေးပါတီ,93,2015,8,F,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 7,Amyotha,ဒေါ်ပိုးမြာ,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),135,2015,7,F,ကယားပြည်နယ် ၇
Kayah State,,Kayah State 9,Amyotha,ဦးညွန့်ရွှေ,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,150,2015,18,M,ကယားပြည်နယ် ၉
Kayah State,,Kayah State 6,Amyotha,ဦးရယ်ထွန်းမြင့်,အမျိုးသားတိုးတက်ရေးပါတီ,168,2015,15,M,ကယားပြည်နယ် ၆
Kayah State,,Kayah State 10,Amyotha,ဦးစိုးမြင့်(နော်အောအော်ပါ),တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,175,2015,14,M,ကယားပြည်နယ် ၁၀
Kayah State,,Kayah State 11,Amyotha,ဦးစောကီးအို,ကရင်ပြည်သူ့ပါတီ,176,2015,20,M,ကယားပြည်နယ် ၁၁
Kayah State,,Kayah State 12,Amyotha,ဦးစံသိန်း,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),182,2015,15,M,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 6,Amyotha,ဦးလောရယ်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,190,2015,15,M,ကယားပြည်နယ် ၆
Kayah State,,Kayah State 7,Amyotha,ဦးရောဘတ်ညေးရယ်,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,190,2015,20,M,ကယားပြည်နယ် ၇
Kayah State,,Kayah State 8,Amyotha,ဒေါ်တင်ကြည်စိုး,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,201,2015,20,F,ကယားပြည်နယ် ၈
Kayah State,,Kayah State 12,Amyotha,ဦးကျော်စည်သူ,တစ်သီးပုဂ္ဂလ,217,2015,251,M,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 2,Amyotha,ဦးထွန်းမြင့်ဦး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,220,2015,21,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 11,Amyotha,ဦးစောရွှေလေး(စောမုသာဘာ),တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,231,2015,16,M,ကယားပြည်နယ် ၁၁
Kayah State,,Kayah State 10,Amyotha,ဦးထွန်းထွန်းလတ်,အမျိုးသားတိုးတက်ရေးပါတီ,245,2015,30,M,ကယားပြည်နယ် ၁၀
Kayah State,,Kayah State 3,Amyotha,ဦးစိုင်းကျော်ငြိမ်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,260,2015,14,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 5,Amyotha,ဦးဆင်မြူရယ်ဦး,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,274,2015,43,M,ကယားပြည်နယ် ၅
Kayah State,,Kayah State 10,Amyotha,ဒေါ်စဝ်နန္ဒာ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,285,2015,25,F,ကယားပြည်နယ် ၁၀
Kayah State,,Kayah State 7,Amyotha,ဦးဌေးရယ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,289,2015,44,M,ကယားပြည်နယ် ၇
Kayah State,,Kayah State 8,Amyotha,ဦးသန်းဝင်း,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,295,2015,63,M,ကယားပြည်နယ် ၈
Kayah State,,Kayah State 5,Amyotha,ဦးလောရင့်စ်ဦး,အမျိုးသားတိုးတက်ရေးပါတီ,296,2015,36,M,ကယားပြည်နယ် ၅
Kayah State,,Kayah State 10,Amyotha,ဦးသန်းကျော်စိုး,တစ်သီးပုဂ္ဂလ,299,2015,58,M,ကယားပြည်နယ် ၁၀
Kayah State,,Kayah State 12,Amyotha,ဦးနှင်းဝေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,364,2015,74,M,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 6,Amyotha,ဦးစောသာဒူးဦး,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),423,2015,24,M,ကယားပြည်နယ် ၆
Kayah State,,Kayah State 9,Amyotha,ဦးကျော်မျိုးသိန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,424,2015,34,M,ကယားပြည်နယ် ၉
Kayah State,,Kayah State 2,Amyotha,ဦးစိုင်းစံအေး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,469,2015,34,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 3,Amyotha,ဦးဆော်ရယ်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,485,2015,36,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 11,Amyotha,ဦးလှမောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,491,2015,73,M,ကယားပြည်နယ် ၁၁
Kayah State,,Kayah State 10,Amyotha,ဦးစောဆာကဘရူရှီး,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),496,2015,33,M,ကယားပြည်နယ် ၁၀
Kayah State,,Kayah State 6,Amyotha,ဦးပေါလူ,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,504,2015,22,M,ကယားပြည်နယ် ၆
Kayah State,,Kayah State 9,Amyotha,ဦးအောင်သိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,568,2015,94,M,ကယားပြည်နယ် ၉
Kayah State,,Kayah State 4,Amyotha,ဦးစောဒယ်နီယယ်,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,619,2015,30,M,ကယားပြည်နယ် ၄
Kayah State,,Kayah State 8,Amyotha,ဦးမျိုးတင့်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,636,2015,97,M,ကယားပြည်နယ် ၈
Kayah State,,Kayah State 2,Amyotha,ဦးကျော်လှိုင်လေး,တစ်သီးပုဂ္ဂလ,667,2015,41,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 7,Amyotha,ဦးအောင်မင်း,တစ်သီးပုဂ္ဂလ,671,2015,99,M,ကယားပြည်နယ် ၇
Kayah State,,Kayah State 3,Amyotha,ဦးဖတ်ရီ,အမျိုးသားတိုးတက်ရေးပါတီ,681,2015,12,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 4,Amyotha,ဦးစိုးထွန်း,အမျိုးသားတိုးတက်ရေးပါတီ,707,2015,32,M,ကယားပြည်နယ် ၄
Kayah State,,Kayah State 1,Amyotha,ဦးစိုင်းနော်မှိုင်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,731,2015,37,M,ကယားပြည်နယ် ၁
Kayah State,,Kayah State 3,Amyotha,ဦးဗျားရယ်(ခ)ဘျားရယ်,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,741,2015,34,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 6,Amyotha,ဦးဆားရယ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,824,2015,367,M,ကယားပြည်နယ် ၆
Kayah State,,Kayah State 2,Amyotha,ဦးဇော်မင်းထူး,အမျိုးသားတိုးတက်ရေးပါတီ,896,2015,47,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 4,Amyotha,ဦးရိုမောင်းဒို,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),927,2015,50,M,ကယားပြည်နယ် ၄
Kayah State,,Kayah State 2,Amyotha,ဦးစောထဲနစင်,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),980,2015,46,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 1,Amyotha,ဦးတူရယ်,အမျိုးသားတိုးတက်ရေးပါတီ,991,2015,48,M,ကယားပြည်နယ် ၁
Kayah State,,Kayah State 9,Amyotha,ဦးစိုးသိန်း,တစ်သီးပုဂ္ဂလ,1005,2015,401,M,ကယားပြည်နယ် ၉
Kayah State,,Kayah State 3,Amyotha,ဦးဖိုးရယ်,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),1060,2015,26,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 3,Amyotha,ဦးဂျိုဝါးနီ-လနီ,ကယန်းအမျိုးသားပါတီ,1082,2015,30,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 8,Amyotha,ဦးကျော်သန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1083,2015,553,M,ကယားပြည်နယ် ၈
Kayah State,,Kayah State 1,Amyotha,ဦးရီးရယ်ကျော်ညွန့်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1086,2015,102,M,ကယားပြည်နယ် ၁
Kayah State,,Kayah State 10,Amyotha,ဦးစိုင်းသာစိန်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1108,2015,348,M,ကယားပြည်နယ် ၁၀
Kayah State,,Kayah State 2,Amyotha,ဦးအုန်းဖေလေး,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,1124,2015,73,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 2,Amyotha,ဦးအောင်နိုင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,1149,2015,75,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 5,Amyotha,ဦးဆန်းရယ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,1173,2015,234,M,ကယားပြည်နယ် ၅
Kayah State,,Kayah State 5,Amyotha,ဦးရှေးဖဲ,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),1221,2015,92,M,ကယားပြည်နယ် ၅
Kayah State,,Kayah State 7,Amyotha,ဦးအောင်ကျော်စိုး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1346,2015,85,M,ကယားပြည်နယ် ၇
Kayah State,,Kayah State 12,Amyotha,ဦးစိုင်းပန်ဖ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1388,2015,85,M,ကယားပြည်နယ် ၁၂
Kayah State,,Kayah State 1,Amyotha,ဦးဦးရယ်,ကယားလူမျိုးစုဒီမိုကရေစီပါတီ,1454,2015,71,M,ကယားပြည်နယ် ၁
Kayah State,,Kayah State 11,Amyotha,ဒေါ်နော်မြစေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,1489,2015,80,F,ကယားပြည်နယ် ၁၁
Kayah State,,Kayah State 1,Amyotha,ဦးစိုးရယ်,လူမျိုးပေါင်းစုံဒီမိုကရေစီပါတီ(ကယားပြည်နယ်),2225,2015,68,M,ကယားပြည်နယ် ၁
Kayah State,,Kayah State 4,Amyotha,ဦးမောင်လျို့,ကယန်းအမျိုးသားပါတီ,2339,2015,92,M,ကယားပြည်နယ် ၄
Kayah State,,Kayah State 6,Amyotha,ဒေါ်လွီးဇာ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,2488,2015,88,F,ကယားပြည်နယ် ၆
Kayah State,,Kayah State 5,Amyotha,ဒေါ်ရှားမူ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,2859,2015,233,F,ကယားပြည်နယ် ၅
Kayah State,,Kayah State 4,Amyotha,ဒေါ်နော်မေးရီယန်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3087,2015,233,F,ကယားပြည်နယ် ၄
Kayah State,,Kayah State 3,Amyotha,ဦးကျော်ဆွေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,3351,2015,566,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 1,Amyotha,ဦးပီမောင်စိုး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,7038,2015,1116,M,ကယားပြည်နယ် ၁
Kayah State,,Kayah State 2,Amyotha,ဦးလူရယ်ဘိုးလူ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,7103,2015,1192,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 3,Amyotha,ဦးဘော်ရယ်စိုးဝေ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,7970,2015,192,M,ကယားပြည်နယ် ၃
Kayah State,,Kayah State 4,Amyotha,ဦးစောစိန်ထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,9712,2015,318,M,ကယားပြည်နယ် ၄
Kayah State,,Kayah State 2,Amyotha,ဦးရှေးရယ်ရှုမောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,13449,2015,638,M,ကယားပြည်နယ် ၂
Kayah State,,Kayah State 1,Amyotha,ဦးဖြေရယ်(ခ)ဦးမြင့်သန်းထွန်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,15056,2015,707,M,ကယားပြည်နယ် ၁
Kayin State,,Kayin State 5,Amyotha,ဦးစောမာဘယ်,ကရင်ပြည်သူ့ပါတီ,73,2015,14,M,ကရင်ပြည်နယ် ၅
Kayin State,,Kayin State 6,Amyotha,ဦးစောမျိုးမြင့်,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,159,2015,18,M,ကရင်ပြည်နယ် ၆
Kayin State,,Kayin State 12,Amyotha,ဦးစောကျော်ဒင်,ကရင်ဒီမိုကရက်တစ်ပါတီ,199,2015,7,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 12,Amyotha,ဦးမင်းသန်းတင်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,207,2015,19,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 12,Amyotha,ဦးစောဆင်မြူရယ်,ကရင်ပြည်သူ့ပါတီ,222,2015,12,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 6,Amyotha,ဦးဘအေး,တစ်သီးပုဂ္ဂလ,226,2015,13,M,ကရင်ပြည်နယ် ၆
Kayin State,,Kayin State 11,Amyotha,ဦးစောကြည်အေး,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,229,2015,51,M,ကရင်ပြည်နယ် ၁၁
Kayin State,,Kayin State 4,Amyotha,ဦးသန်းထိုက်စိုး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,297,2015,59,M,ကရင်ပြည်နယ် ၄
Kayin State,,Kayin State 11,Amyotha,ဒေါ်မြမြဝေ,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,375,2015,37,F,ကရင်ပြည်နယ် ၁၁
Kayin State,,Kayin State 12,Amyotha,ဦးမြင့်ဦး,ကရင်ပြည်နယ်ဒီမိုကရေစီနှင့်ဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,384,2015,79,M,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 11,Amyotha,ဦးစောမြင့်ဦး,ဖလုံ-စဝေါ် ဒီမိုကရက်တစ်ပါတီ,432,2015,48,M,ကရင်ပြည်နယ် ၁၁
Kayin State,,Kayin State 6,Amyotha,ဦးဌေးဝင်း,အမျိုးသားတိုးတက်ရေးပါတီ,448,2015,46,M,ကရင်ပြည်နယ် ၆
Kayin State,,Kayin State 8,Amyotha,ဦးသန်းဦး,တစ်သီးပုဂ္ဂလ,503,2015,1,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 9,Amyotha,ဦးမန်းသန်းစိုး,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,521,2015,62,M,ကရင်ပြည်နယ် ၉
Kayin State,,Kayin State 12,Amyotha,ဒေါ်ကေသီခိုင်,မွန်ဒေသလုံးဆိုင်ရာဒီမိုကရေစီပါတီ,535,2015,15,F,ကရင်ပြည်နယ် ၁၂
Kayin State,,Kayin State 11,Amyotha,ဦးစောသိန်းဝင်းစိုး,ကရင်ပြည်သူ့ပါတီ,577,2015,54,M,ကရင်ပြည်နယ် ၁၁
Kayin State,,Kayin State 10,Amyotha,ဦးစောသိန်းညွန့်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,587,2015,54,M,ကရင်ပြည်နယ် ၁၀
Kayin State,,Kayin State 8,Amyotha,ဦးစောမျိုးသိန်း,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,638,2015,1,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 8,Amyotha,ဦးဗိုလ်စိန်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,644,2015,1,M,ကရင်ပြည်နယ် ၈
Kayin State,,Kayin State 8,Amyotha,ဦးဝင်းမြင့်သိန်း,၈၈မျိုးဆက်ကျောင်းသားလူငယ်များ(ပြည်ထောင်စုမြန်မာနိုင်ငံ)ပါတီ,646,2015,0,M,ကရင်ပြည်နယ် ၈
