State,District,ConstituencyEN,ElectionType,CandidateName,Party,BallotVotes,Election,AdvanceBallotVotes,Gender,ConstituencyMM
Rakhine State,,Rakhine State 11,Amyotha,ဒေါက်တာဘရွှေ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,24962,2015,3903,M,ရခိုင်ပြည်နယ် ၁၁
Rakhine State,,Rakhine State 6,Amyotha,ဦးဦးဘသိန်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,27741,2015,2435,M,ရခိုင်ပြည်နယ် ၆
Rakhine State,,Rakhine State 10,Amyotha,ဦးကျော်သန်း,ရခိုင်အမျိုးသားပါတီ,34064,2015,1294,M,ရခိုင်ပြည်နယ် ၁၀
Rakhine State,,Rakhine State 12,Amyotha,ဦးဖိုးရီအောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,36081,2015,4248,M,ရခိုင်ပြည်နယ် ၁၂
Rakhine State,,Rakhine State 11,Amyotha,ဒေါ်ထုမေ,ရခိုင်အမျိုးသားပါတီ,37242,2015,1727,F,ရခိုင်ပြည်နယ် ၁၁
Rakhine State,,Rakhine State 12,Amyotha,ဦးတင်ညို,ရခိုင်အမျိုးသားပါတီ,38013,2015,2212,M,ရခိုင်ပြည်နယ် ၁၂
Rakhine State,,Rakhine State 2,Amyotha,ဦးတက်ထွန်းအောင်,ရခိုင်အမျိုးသားပါတီ,38987,2015,555,M,ရခိုင်ပြည်နယ် ၂
Rakhine State,,Rakhine State 1,Amyotha,ဦးဝေစိန်အောင်,ရခိုင်အမျိုးသားပါတီ,43476,2015,1611,M,ရခိုင်ပြည်နယ် ၁
Rakhine State,,Rakhine State 5,Amyotha,ဦးမြင့်နိုင်,ရခိုင်အမျိုးသားပါတီ,54410,2015,3033,M,ရခိုင်ပြည်နယ် ၅
Rakhine State,,Rakhine State 4,Amyotha,ဦးကျော်ကျော်,ရခိုင်အမျိုးသားပါတီ,60375,2015,3302,M,ရခိုင်ပြည်နယ် ၄
Rakhine State,,Rakhine State 3,Amyotha,ဦးခင်မောင်လတ်,ရခိုင်အမျိုးသားပါတီ,67936,2015,3014,M,ရခိုင်ပြည်နယ် ၃
Rakhine State,,Rakhine State 12,Amyotha,ဦးစိုးဝင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,72772,2015,3279,M,ရခိုင်ပြည်နယ် ၁၂
Rakhine State,,Rakhine State 6,Amyotha,ဦးအေးသာအောင်,ရခိုင်အမျိုးသားပါတီ,72870,2015,2888,M,ရခိုင်ပြည်နယ် ၆
Sagaing Region,,Sagaing Region 9,Amyotha,ဦးအောင်သန်း,,963,2015,118,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၉
Sagaing Region,,Sagaing Region 9,Amyotha,ဦးလွင်ခိုဟန်,,2862,2015,150,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၉
Sagaing Region,,Sagaing Region 6,Amyotha,ဦးသိန်းဖေ,,2936,2015,147,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၆
Sagaing Region,,Sagaing Region 7,Amyotha,ဦးမာကျင်,,3880,2015,255,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၇
Sagaing Region,,Sagaing Region 10,Amyotha,ဒေါ်ဝင်းကြည်,,4538,2015,441,F,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၀
Sagaing Region,,Sagaing Region 3,Amyotha,ဦးစိုးမြင့်,,4806,2015,285,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၃
Sagaing Region,,Sagaing Region 7,Amyotha,ဦးဇော်မင်း,,4847,2015,206,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၇
Sagaing Region,,Sagaing Region 3,Amyotha,ဦးသန်းတင်,,5421,2015,310,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၃
Sagaing Region,,Sagaing Region 7,Amyotha,ဒေါ်ထားနွဲ့ဝင်း,,5673,2015,327,F,စစ်ကိုင်းတိုင်းဒေသကြီး ၇
Sagaing Region,,Sagaing Region 5,Amyotha,ဦးကျော်ဇင်မောင်,,6154,2015,432,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၅
Sagaing Region,,Sagaing Region 7,Amyotha,ဦးသန့်ဇင်ဝင်း,,7787,2015,571,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၇
Sagaing Region,,Sagaing Region 11,Amyotha,ဦးခင်မောင်ဝင်း,,8247,2015,533,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၁
Sagaing Region,,Sagaing Region 1,Amyotha,ဦးမြင့်အောင်,,8924,2015,387,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁
Sagaing Region,,Sagaing Region 8,Amyotha,ဦးဌေးအောင်,,12444,2015,897,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၈
Sagaing Region,,Sagaing Region 2,Amyotha,ဦးကျော်ဇေယျ,,12683,2015,553,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၂
Sagaing Region,,Sagaing Region 11,Amyotha,ဦးအောင်ချစ်လွင်,,13473,2015,2313,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၁
Sagaing Region,,Sagaing Region 6,Amyotha,ဦးနိုင်ဝင်းမိုး,,14193,2015,736,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၆
Sagaing Region,,Sagaing Region 4,Amyotha,ဦးစောထွန်းခိုင်,,15277,2015,537,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၄
Sagaing Region,,Sagaing Region 9,Amyotha,ဦးသိန်းဝင်း,,16717,2015,1288,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၉
Sagaing Region,,Sagaing Region 12,Amyotha,ဦးရူစံကြူး,,18756,2015,1400,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၂
Sagaing Region,,Sagaing Region 9,Amyotha,ဦးမောင်မောင်လတ်,,25844,2015,1257,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၉
Sagaing Region,,Sagaing Region 12,Amyotha,ဦးမင်းနိုင်,,29034,2015,926,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၂
Sagaing Region,,Sagaing Region 10,Amyotha,ဦးမောင်သန်း,,29671,2015,3021,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၀
Sagaing Region,,Sagaing Region 11,Amyotha,ဦးအောင်ဝင်း,,30707,2015,2042,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၁
Sagaing Region,,Sagaing Region 10,Amyotha,ဦးတင်မောင်ဝင်း,,40738,2015,2145,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၀
Sagaing Region,,Sagaing Region 11,Amyotha,ဦးညီညီထွေး(ခ)ဦးကိုကိုလေး,,44589,2015,2305,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁၁
Sagaing Region,,Sagaing Region 6,Amyotha,ဦးထွန်းမြင့်,,47760,2015,4454,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၆
Sagaing Region,,Sagaing Region 7,Amyotha,ဦးခင်မောင်အေး,,48153,2015,4062,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၇
Sagaing Region,,Sagaing Region 1,Amyotha,ဦးဝင်းတင့်,,62974,2015,5956,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁
Sagaing Region,,Sagaing Region 5,Amyotha,ဦးသောင်းစိန်,,68746,2015,6104,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၅
Sagaing Region,,Sagaing Region 4,Amyotha,ဒေါက်တာဝင်းမြင့်အောင်,,69794,2015,8741,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၄
Sagaing Region,,Sagaing Region 8,Amyotha,ဦးသိန်းလှိုင်,,72756,2015,7396,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၈
Sagaing Region,,Sagaing Region 2,Amyotha,ဦးရဲမြင့်အောင်,,82577,2015,8369,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၂
Sagaing Region,,Sagaing Region 3,Amyotha,ဦးသင်းလှိုင်,,96968,2015,6167,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၃
Sagaing Region,,Sagaing Region 6,Amyotha,ဦးဇော်မင်း,,116677,2015,5587,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၆
Sagaing Region,,Sagaing Region 7,Amyotha,ဦးခင်မောင်ဝင်း,,133806,2015,5812,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၇
Sagaing Region,,Sagaing Region 8,Amyotha,ဦးကိုကိုနိုင်,,149577,2015,7331,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၈
Sagaing Region,,Sagaing Region 1,Amyotha,ဦးကျော်သောင်း,,200085,2015,9401,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၁
Sagaing Region,,Sagaing Region 5,Amyotha,ဦးရဲထွဋ်,,215711,2015,11726,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၅
Sagaing Region,,Sagaing Region 3,Amyotha,ဦးဝင်းအောင်,,225403,2015,10764,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၃
Sagaing Region,,Sagaing Region 2,Amyotha,ဦးအောင်မျိုး,,290497,2015,15501,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၂
Sagaing Region,,Sagaing Region 4,Amyotha,ဦးလှဦး,,307915,2015,17566,M,စစ်ကိုင်းတိုင်းဒေသကြီး ၄
Shan State,,Shan State 11,Amyotha,ဦးမြင့်ခိုင်,ရှမ်းပြည်ကိုးကန့်ဒီမိုကရက်တစ်ပါတီ,2204,2015,90,M,ရှမ်းပြည်နယ် ၁၁
Shan State,,Shan State 12,Amyotha,ဦးဆိုင်ပေါင်းနပ်,“ဝ”ဒီမိုကရက်တစ်ပါတီ,2316,2015,154,M,ရှမ်းပြည်နယ် ၁၂
Shan State,,Shan State 4,Amyotha,ဦးစိုင်းမိုးမြင့်သူ,တစ်သီးပုဂ္ဂလ,2500,2015,87,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 12,Amyotha,ဦးကျက်စိန်း,တစ်သီးပုဂ္ဂလ,2757,2015,73,M,ရှမ်းပြည်နယ် ၁၂
Shan State,,Shan State 12,Amyotha,ဦးညီပလုပ်,“ဝ”အမျိုးသားစည်းလုံးညီညွတ်ရေးပါတီ,2877,2015,113,M,ရှမ်းပြည်နယ် ၁၂
Shan State,,Shan State 6,Amyotha,ဦးစိုင်းခမ်းခေါင်,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,3080,2015,74,M,ရှမ်းပြည်နယ် ၆
Shan State,,Shan State 7,Amyotha,ဦးစိုင်းလုံ,အမျိုးသားဒီမိုကရေစီအင်အားစုပါတီ,3201,2015,107,M,ရှမ်းပြည်နယ် ၇
Shan State,,Shan State 6,Amyotha,ဦးစိုင်းဆမ်တစ်,ရှမ်းပြည်နယ်အရှေ့ပိုင်းဖွံ့ဖြိုးတိုးတက်ရေးဒီမိုကရက်တစ်ပါတီ,3464,2015,177,M,ရှမ်းပြည်နယ် ၆
Shan State,,Shan State 2,Amyotha,ဦးခင်မောင်ဝင်း,ညီညွတ်သောဒီမိုကရက်တစ်ပါတီ(UDP),4123,2015,347,M,ရှမ်းပြည်နယ် ၂
Shan State,,Shan State 9,Amyotha,ဒေါ်နန်းမေပန်းဝါ,ပြည်ထောင်စုပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(ပ.အ.မ.ဖ)ပါတီ,4672,2015,330,F,ရှမ်းပြည်နယ် ၉
Shan State,,Shan State 8,Amyotha,ဦးမောင်မောင်လွင်,ဓနုအမျိုးသားများအဖွဲ့ချုပ်ပါတီ,4974,2015,284,M,ရှမ်းပြည်နယ် ၈
Shan State,,Shan State 10,Amyotha,ဦးစံအေး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,4997,2015,772,M,ရှမ်းပြည်နယ် ၁၀
Shan State,,Shan State 3,Amyotha,ဦးရောဘတ်ကျအုံး(ခ)ဦးညီကရုန်း,တစ်သီးပုဂ္ဂလ,5297,2015,335,M,ရှမ်းပြည်နယ် ၃
Shan State,,Shan State 6,Amyotha,ဦးစိုင်းသောင်းစိန်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,5425,2015,292,M,ရှမ်းပြည်နယ် ၆
Shan State,,Shan State 12,Amyotha,ဦးစိုင်းစံအောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,6818,2015,1181,M,ရှမ်းပြည်နယ် ၁၂
Shan State,,Shan State 1,Amyotha,ဦးစဝ်သာဦး(ခ)ဦးသီဟသူ,ဖက်ဒရယ်ပြည်ထောင်စုပါတီ,7671,2015,317,M,ရှမ်းပြည်နယ် ၁
Shan State,,Shan State 6,Amyotha,ဦးအိုက်ပွင့်(ခ)စိုင်းမြင့်စိုး,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,8924,2015,317,M,ရှမ်းပြည်နယ် ၆
Shan State,,Shan State 4,Amyotha,ဦးညီလေး,ဓနုတိုင်းရင်းသားလူမျိုးများဒီမိုကရေစီပါတီ,9616,2015,363,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 5,Amyotha,ဦးခွန်ထူး,တစ်သီးပုဂ္ဂလ,10160,2015,784,M,ရှမ်းပြည်နယ် ၅
Shan State,,Shan State 8,Amyotha,ဦးအောင်ဇော်မြင့်,ဓနုတိုင်းရင်းသားလူမျိုးများဒီမိုကရေစီပါတီ,10201,2015,450,M,ရှမ်းပြည်နယ် ၈
Shan State,,Shan State 1,Amyotha,ဒေါ်ခင်ထွေးရီ,ဓနုတိုင်းရင်းသားလူမျိုးများဒီမိုကရေစီပါတီ,10299,2015,718,F,ရှမ်းပြည်နယ် ၁
Shan State,,Shan State 11,Amyotha,ဦးကျော်နီနိုင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,10433,2015,1822,M,ရှမ်းပြည်နယ် ၁၁
Shan State,,Shan State 4,Amyotha,ဦးစိုးနိုင်,တိုင်းရင်းသားစည်းလုံးညီညွတ်ရေးပါတီ,10768,2015,406,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 7,Amyotha,ဦးကျလော,လားဟူအမျိုးသားဖွံဖြိုးတိုးတက်ရေးပါတီ,12344,2015,363,M,ရှမ်းပြည်နယ် ၇
Shan State,,Shan State 7,Amyotha,ဦးစန်းအောင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,12947,2015,318,M,ရှမ်းပြည်နယ် ၇
Shan State,,Shan State 1,Amyotha,ဦးခွန်စိုးမြင့်,ပြည်ထောင်စုပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(ပ.အ.မ.ဖ)ပါတီ,13305,2015,700,M,ရှမ်းပြည်နယ် ၁
Shan State,,Shan State 7,Amyotha,ဦးစိုင်းလုံ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,13992,2015,661,M,ရှမ်းပြည်နယ် ၇
Shan State,,Shan State 4,Amyotha,ဦးလှကျော်,တအာင်း(ပလောင်)အမျိုးသားပါတီ,14157,2015,494,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 5,Amyotha,ဒေါ်စန်းစန်းထွေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,14182,2015,1595,F,ရှမ်းပြည်နယ် ၅
Shan State,,Shan State 1,Amyotha,ဦးဝင်းမြင့်ဦး,အင်းအမျိုးသားဖွံ့ဖြိုးတိုးတက်ရေးပါတီ,14701,2015,815,M,ရှမ်းပြည်နယ် ၁
Shan State,,Shan State 5,Amyotha,ဒေါက်တာစိုင်းကျော်အုန်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,15818,2015,1415,M,ရှမ်းပြည်နယ် ၅
Shan State,,Shan State 3,Amyotha,ဦးစိုင်းစံမင်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,16267,2015,486,M,ရှမ်းပြည်နယ် ၃
Shan State,,Shan State 2,Amyotha,ဦးစိုင်းအောင်မြင့်ခိုင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,17413,2015,1559,M,ရှမ်းပြည်နယ် ၂
Shan State,,Shan State 1,Amyotha,ဒေါ်နန်းမိုခမ်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,18533,2015,889,F,ရှမ်းပြည်နယ် ၁
Shan State,,Shan State 4,Amyotha,ဦးစိုင်းအိုက်ပေါင်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရက်တစ်ပါတီ,22111,2015,812,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 6,Amyotha,ဦးသန်းဝင်း,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,22981,2015,1664,M,ရှမ်းပြည်နယ် ၆
Shan State,,Shan State 9,Amyotha,ဦးစိုင်းသန်းထွန်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,23993,2015,1782,M,ရှမ်းပြည်နယ် ၉
Shan State,,Shan State 2,Amyotha,ဦးသူရဟန်ထွန်းအောင်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,25480,2015,3014,M,ရှမ်းပြည်နယ် ၂
Shan State,,Shan State 7,Amyotha,ဦးဝီလ်ဆင်မိုး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,27479,2015,8674,M,ရှမ်းပြည်နယ် ၇
Shan State,,Shan State 6,Amyotha,ဒေါက်တာစိုင်းဆိုင်ကျောက်ဆမ်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,28488,2015,6438,M,ရှမ်းပြည်နယ် ၆
Shan State,,Shan State 9,Amyotha,ဦးခွန်ဇော်ဇော်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,29086,2015,2059,M,ရှမ်းပြည်နယ် ၉
Shan State,,Shan State 8,Amyotha,ဦးရှုမောင်,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,32386,2015,1929,M,ရှမ်းပြည်နယ် ၈
Shan State,,Shan State 10,Amyotha,ဦးမိုင်းအုဏ်းခိုင်,တအာင်း(ပလောင်)အမျိုးသားပါတီ,34402,2015,3143,M,ရှမ်းပြည်နယ် ၁၀
Shan State,,Shan State 5,Amyotha,ဒေါ်နန်းထွေးမှုံ,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,34514,2015,1915,F,ရှမ်းပြည်နယ် ၅
Shan State,,Shan State 5,Amyotha,ဦးစိုင်းဆာလူ,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,35830,2015,5017,M,ရှမ်းပြည်နယ် ၅
Shan State,,Shan State 5,Amyotha,ဦးညီစိန်,တအာင်း(ပလောင်)အမျိုးသားပါတီ,38435,2015,2611,M,ရှမ်းပြည်နယ် ၅
Shan State,,Shan State 8,Amyotha,ဒေါ်မမလေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,38668,2015,1666,F,ရှမ်းပြည်နယ် ၈
Shan State,,Shan State 4,Amyotha,ဦးစိုင်းနော်ခမ်းဦး,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,40532,2015,7140,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 2,Amyotha,ဦးစိုင်းမြသောင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,41694,2015,12249,M,ရှမ်းပြည်နယ် ၂
Shan State,,Shan State 3,Amyotha,ဦးသန်းဋ္ဌေး,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,42446,2015,2640,M,ရှမ်းပြည်နယ် ၃
Shan State,,Shan State 3,Amyotha,ဒေါက်တာနန်းကိန်ဖောင်းတစ်(ပ်),ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,52804,2015,10431,M,ရှမ်းပြည်နယ် ၃
Shan State,,Shan State 7,Amyotha,ဦးစိုင်းလုံစံခတ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,53901,2015,2328,M,ရှမ်းပြည်နယ် ၇
Shan State,,Shan State 3,Amyotha,ဦးစိုင်းဝမ်းလှိုင်းခမ်း,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,64334,2015,1030,M,ရှမ်းပြည်နယ် ၃
Shan State,,Shan State 4,Amyotha,ဦးခင်မောင်စီ,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,71154,2015,4663,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 2,Amyotha,ဦးစိုင်းထွန်းအောင်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,74826,2015,4308,M,ရှမ်းပြည်နယ် ၂
Shan State,,Shan State 4,Amyotha,ဦးစိုင်းအုန်းကျော်,ရှမ်းတိုင်းရင်းသားများဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,101431,2015,1816,M,ရှမ်းပြည်နယ် ၄
Shan State,,Shan State 9,Amyotha,ဦးခွန်သိန်းဖေ,ပအိုဝ်းအမျိုးသားအဖွဲ့ချုပ်(PNO)ပါတီ,140563,2015,10038,M,ရှမ်းပြည်နယ် ၉
Shan State,,Shan State 1,Amyotha,ဦးဉာဏ်လင်း,ပြည်ထောင်စုကြံ့ခိုင်ရေးနှင့်ဖွံ့ဖြိုးရေးပါတီ,185641,2015,17236,M,ရှမ်းပြည်နယ် ၁
Shan State,,Shan State 1,Amyotha,ဦးဇော်မင်းလတ်(ခ)ဦးကိုလတ်,အမျိုးသားဒီမိုကရေစီအဖွဲ့ချုပ်ပါတီ,216384,2015,10535,M,ရှမ်းပြည်နယ် ၁
Tanintharyi Region,,Tanintharyi Region 1,Amyotha,ဦးမျိုးနန္ဒကျော်,,288,2015,25,M,တနင်္သာရီတိုင်းဒေသကြီး ၁
Tanintharyi Region,,Tanintharyi Region 11,Amyotha,ဦးစိုးမိုးကျော်,,594,2015,28,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၁
Tanintharyi Region,,Tanintharyi Region 4,Amyotha,ဒေါ်မိမြင့်သန်း,,595,2015,48,F,တနင်္သာရီတိုင်းဒေသကြီး ၄
Tanintharyi Region,,Tanintharyi Region 7,Amyotha,ဦးအေးမင်းစိုး,,679,2015,33,M,တနင်္သာရီတိုင်းဒေသကြီး ၇
Tanintharyi Region,,Tanintharyi Region 7,Amyotha,ဦးဇော်ဝင်း,,700,2015,53,M,တနင်္သာရီတိုင်းဒေသကြီး ၇
Tanintharyi Region,,Tanintharyi Region 4,Amyotha,ဦးစိုးသိန်း,,753,2015,53,M,တနင်္သာရီတိုင်းဒေသကြီး ၄
Tanintharyi Region,,Tanintharyi Region 2,Amyotha,ဒေါ်သီတာမိုး,,764,2015,61,F,တနင်္သာရီတိုင်းဒေသကြီး ၂
Tanintharyi Region,,Tanintharyi Region 4,Amyotha,ဦးအောင်မိုး(ခ)ဦးတင်အောင်မိုး,,791,2015,73,M,တနင်္သာရီတိုင်းဒေသကြီး ၄
Tanintharyi Region,,Tanintharyi Region 6,Amyotha,ဦးသန်းဆွေ,,861,2015,56,M,တနင်္သာရီတိုင်းဒေသကြီး ၆
Tanintharyi Region,,Tanintharyi Region 11,Amyotha,ဦးမောင်အေး,,914,2015,49,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၁
Tanintharyi Region,,Tanintharyi Region 5,Amyotha,ဒေါ်ဆန်းဆန်းမူ,,931,2015,77,F,တနင်္သာရီတိုင်းဒေသကြီး ၅
Tanintharyi Region,,Tanintharyi Region 2,Amyotha,ဦးမောင်သိန်း,,1059,2015,54,M,တနင်္သာရီတိုင်းဒေသကြီး ၂
Tanintharyi Region,,Tanintharyi Region 10,Amyotha,ဦးစိန်လွင်,,1108,2015,83,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၀
Tanintharyi Region,,Tanintharyi Region 11,Amyotha,ဦးမျိုးမင်း,,1126,2015,71,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၁
Tanintharyi Region,,Tanintharyi Region 1,Amyotha,ဦးထွန်းလွင်,,1152,2015,139,M,တနင်္သာရီတိုင်းဒေသကြီး ၁
Tanintharyi Region,,Tanintharyi Region 12,Amyotha,ဦးရွှေထွန်း,,1279,2015,77,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၂
Tanintharyi Region,,Tanintharyi Region 3,Amyotha,ဦးခင်မောင်စိုး,,1322,2015,128,M,တနင်္သာရီတိုင်းဒေသကြီး ၃
Tanintharyi Region,,Tanintharyi Region 8,Amyotha,ဦးကျော်စွာဦး,,1343,2015,37,M,တနင်္သာရီတိုင်းဒေသကြီး ၈
Tanintharyi Region,,Tanintharyi Region 1,Amyotha,ဦးဉာဏ်ဝင်း,,1355,2015,127,M,တနင်္သာရီတိုင်းဒေသကြီး ၁
Tanintharyi Region,,Tanintharyi Region 1,Amyotha,ဦးသက်ထွန်း,,1686,2015,60,M,တနင်္သာရီတိုင်းဒေသကြီး ၁
Tanintharyi Region,,Tanintharyi Region 9,Amyotha,ဦးကက်နက်,,1730,2015,112,M,တနင်္သာရီတိုင်းဒေသကြီး ၉
Tanintharyi Region,,Tanintharyi Region 4,Amyotha,ဦးနိုင်မင်းနိုင်,,2530,2015,139,M,တနင်္သာရီတိုင်းဒေသကြီး ၄
Tanintharyi Region,,Tanintharyi Region 10,Amyotha,ဦးအာလ်လျန်မုန်,,2983,2015,110,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၀
Tanintharyi Region,,Tanintharyi Region 4,Amyotha,ဒေါ်မာမာအေး,,3830,2015,136,F,တနင်္သာရီတိုင်းဒေသကြီး ၄
Tanintharyi Region,,Tanintharyi Region 6,Amyotha,ဒေါ်စပယ်ဖြူလင်းအောင်,,3878,2015,57,F,တနင်္သာရီတိုင်းဒေသကြီး ၆
Tanintharyi Region,,Tanintharyi Region 5,Amyotha,ဦးကျော်ဦးလွင်,,4424,2015,1731,M,တနင်္သာရီတိုင်းဒေသကြီး ၅
Tanintharyi Region,,Tanintharyi Region 5,Amyotha,ဦးခင်မောင်တင်,,7189,2015,1134,M,တနင်္သာရီတိုင်းဒေသကြီး ၅
Tanintharyi Region,,Tanintharyi Region 2,Amyotha,ဦးတင်မောင်မြင့်,,7695,2015,1214,M,တနင်္သာရီတိုင်းဒေသကြီး ၂
Tanintharyi Region,,Tanintharyi Region 10,Amyotha,ဦးသန်းမြင့်,,7733,2015,1175,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၀
Tanintharyi Region,,Tanintharyi Region 4,Amyotha,ဦးမောင်စိန်,,8013,2015,2307,M,တနင်္သာရီတိုင်းဒေသကြီး ၄
Tanintharyi Region,,Tanintharyi Region 11,Amyotha,ဦးယုနိုင်,,8676,2015,2825,M,တနင်္သာရီတိုင်းဒေသကြီး ၁၁
